9606.ENSP00000290167
9606.ENSP00000257940
9606.ENSP00000415579
9606.ENSP00000325120
9606.ENSP00000276414
9606.ENSP00000405330
9606.ENSP00000283921
9606.ENSP00000361021
9606.ENSP00000306512
9606.ENSP00000362690
9606.ENSP00000225831
9606.ENSP00000466799
9606.ENSP00000381008
9606.ENSP00000263341
9606.ENSP00000330959
9606.ENSP00000417898
9606.ENSP00000294179
9606.ENSP00000379683
9606.ENSP00000343925
9606.ENSP00000385675
9606.ENSP00000354812
9606.ENSP00000325120
9606.ENSP00000478570
